Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Segment
92,3,1255.0,0,-0.16535012737576857,-0.06237738169677355,Loyal Customers
52,2,1537.95,0,-0.08086629984114332,-0.42873683387263634,Loyal Customers
129,1,1595.48,0,-0.4577288261918291,0.2535317603813796,Loyal Customers
96,3,2651.46,0,-0.08238105206584857,0.03670274651143519,Loyal Customers
57,1,1090.14,0,-0.21911395215874124,-0.4207798154747164,Loyal Customers
9,25,8109.5199999999995,3,2.5625203318093197,-0.12806659786656757,Big Spenders
169,3,388.5,1,-0.5194716126505364,0.5954072197848498,At Risk
57,1,216.17,0,-0.2805718961484424,-0.4601346669644019,Loyal Customers
326,1,201.16,1,-1.3058845042353036,1.9734755142961207,At Risk
1,5,1245.9,0,0.3559443038282999,-0.8520315834311092,Loyal Customers
18,8,2209.36,0,0.6221228973592987,-0.6034321796958448,Loyal Customers
248,1,305.78,1,-1.0015310990297162,1.2723340811295742,At Risk
58,4,501.56,0,-0.0011531195678046989,-0.38685899185252126,Loyal Customers
74,1,145.67000000000002,0,-0.3502594887901526,-0.3094696397208405,Loyal Customers
31,3,1005.09,0,0.04934257417583712,-0.6256436527966128,Loyal Customers
7,2,3192.54,0,0.2068293005140784,-0.7614532581614022,Loyal Customers
123,4,3083.65,0,-0.06707651542395857,0.3176228602009626,Loyal Customers
2,8,2770.94,0,0.7225357983132514,-0.7229344937979193,Loyal Customers
23,13,6403.25,0,1.336596927182436,-0.28370914677565257,Loyal Customers
120,3,389.6,0,-0.33281954707600925,0.15203661156697643,Loyal Customers
358,1,540.45,1,-1.4038701970001737,2.2783342365322046,At Risk
54,5,1786.79,0,0.1921746179095169,-0.3480576138876336,Loyal Customers
64,1,122.7,0,-0.31379827694686846,-0.40099788472447095,Loyal Customers
86,1,117.24,0,-0.39795046501744813,-0.20215715440821652,Loyal Customers
55,1,1271.57,0,-0.1987404225917364,-0.43070880750378754,Loyal Customers
21,13,3219.77,0,1.1203485471754444,-0.4451599683024842,Loyal Customers
4,20,17159.52,3,2.7793623080570597,0.14858246905160008,Big Spenders
3,5,1191.13,0,0.3444775596037389,-0.836399094154211,Loyal Customers
11,5,2674.48,0,0.418326188031063,-0.6972087484502292,Loyal Customers
7,5,787.6,0,0.3008705686848153,-0.8183724793765765,Loyal Customers
189,2,506.8,1,-0.6750248758703026,0.7645970196254774,At Risk
71,1,243.56,0,-0.33195288052718314,-0.3322098269032451,Loyal Customers
204,1,349.55,1,-0.8309166968464025,0.8761318553351446,At Risk
120,2,595.67,0,-0.40604784225315027,0.14419088000611432,Loyal Customers
93,1,416.90000000000003,0,-0.4035317761674065,-0.12531773618977363,Loyal Customers
1,10,1883.8100000000002,0,0.839398536033168,-0.7376812114418921,Loyal Customers
27,4,632.97,0,0.12612475119761524,-0.6614727119364661,Loyal Customers
298,1,821.1,1,-1.1556759366600922,1.7480084621783387,At Risk
24,3,564.62,0,0.04502206593475246,-0.7088237424777634,Loyal Customers
28,4,2593.07,0,0.26015217386132405,-0.5641600577954279,Loyal Customers
50,1,311.16,0,-0.24723862830027296,-0.5192030036349605,Loyal Customers
326,1,155.93,1,-1.309065097169448,1.9714388083074958,At Risk
16,2,388.52,0,-0.02461940935617881,-0.806273706531156,Loyal Customers
183,3,740.95,1,-0.5479942388782052,0.7379695050961149,At Risk
72,5,2867.2,0,0.19961186123285726,-0.13651774189802326,Loyal Customers
37,2,332.64,0,-0.10850950617322452,-0.6187527784355962,Loyal Customers
80,4,2369.55,0,0.04643649719187957,-0.10365684578589628,Loyal Customers
57,9,2580.91,0,0.5874714368053151,-0.21664999634466864,Loyal Customers
12,2,626.45,0,0.007342518774897816,-0.8317572859719847,Loyal Customers
50,2,272.04,0,-0.16227033775821023,-0.5038395169381062,Loyal Customers
50,2,1212.8400000000001,0,-0.09611287960116716,-0.4614753118950315,Loyal Customers
59,2,384.81,0,-0.18860912800912055,-0.41731697038057447,Loyal Customers
352,1,172.25,1,-1.406916295154729,2.2074578541314755,At Risk
54,1,351.13,0,-0.2596585096394254,-0.48120559279375924,Loyal Customers
2,6,1838.8500000000001,0,0.48155237975059145,-0.7991566067336875,Loyal Customers
93,4,678.25,0,-0.1219958554567649,-0.062173972430139106,Loyal Customers
23,1,223.85000000000002,0,-0.15057183025436843,-0.7674681183651542,Loyal Customers
75,1,348.99,0,-0.3397695866846179,-0.2912647535810493,Loyal Customers
11,4,464.57,0,0.17520514651224156,-0.8138460107295947,Loyal Customers
169,2,842.65,1,-0.5752548161826952,0.5987325256252272,At Risk
58,2,337.34,0,-0.18813959149457116,-0.42850393416071086,Loyal Customers
96,2,1237.53,0,-0.2695284397327959,-0.044091552406762505,Loyal Customers
295,1,307.4,1,-1.1803765986291233,1.6977283896193458,At Risk
109,2,608.7900000000001,0,-0.36324111897652145,0.04523837633863075,Loyal Customers
264,1,922.1,1,-1.0191135684751857,1.4448772084972077,At Risk
180,1,376.58,1,-0.7376324027430281,0.6601636404109651,At Risk
169,1,158.85,1,-0.7110591501461967,0.5508159658950612,At Risk
35,1,71.66,0,-0.2069656625844654,-0.6657285433587918,Loyal Customers
23,3,568.55,0,0.049106072420892016,-0.7176961652935991,Loyal Customers
17,4,839.14,0,0.17869918578973543,-0.74268278735722,Loyal Customers
22,5,5112.96,0,0.547917024722341,-0.48786074618197783,Loyal Customers
79,3,561.5699999999999,0,-0.16461300771059065,-0.21124459890071517,Loyal Customers
65,1,90.6,0,-0.3198632098746363,-0.39339395644101544,Loyal Customers
361,1,102.0,1,-1.446125130039889,2.2857390137768228,At Risk
3,6,2427.32,0,0.5191261944934404,-0.763608423854589,Loyal Customers
11,4,745.06,0,0.1949293232112945,-0.8012155516814102,Loyal Customers
176,3,674.45,1,-0.5260170168610103,0.6716292769795463,At Risk
218,2,3251.071,1,-0.5924683350565245,1.1506038159217515,At Risk
7,7,3515.68,0,0.6681487717664674,-0.6612769729296348,Loyal Customers
2,2,439.92,0,0.032302121502359324,-0.9306506344799149,Loyal Customers
154,2,322.96,1,-0.5546849310377017,0.43959003584716627,At Risk
5,5,1019.27,0,0.32477699652755343,-0.8260391652179733,Loyal Customers
79,3,594.04,0,-0.1623297034308721,-0.20978247545497897,Loyal Customers
21,2,230.22,0,-0.054789369054599774,-0.7681549991582082,Loyal Customers
22,2,169.55,0,-0.06286335659498107,-0.7618375773990732,Loyal Customers
308,4,664.54,1,-0.9416040978525534,1.8828276534252442,At Risk
146,1,80.7,1,-0.6289788058095748,0.33916088832688385,At Risk
7,18,9024.17,3,2.020419625549766,-0.22485412463002996,Big Spenders
19,8,2758.26,0,0.6569141327874429,-0.569665833119419,Loyal Customers
71,2,190.25,0,-0.24798243685081822,-0.31748531562046534,Loyal Customers
287,1,264.7,1,-1.152918103232102,1.623410484386565,At Risk
49,1,413.59000000000003,0,-0.23622805970904334,-0.5236399734355509,Loyal Customers
31,6,2461.2400000000002,0,0.414897341619084,-0.5086980691119507,Loyal Customers
207,1,357.98,1,-0.8417468372615223,0.9036596299752232,At Risk
15,2,196.79000000000002,0,-0.0342942977074192,-0.8239566952044833,Loyal Customers
73,1,869.87,0,-0.2955257880153509,-0.28590831894996765,Loyal Customers
60,1,200.14,0,-0.29312207421930353,-0.4337083256314594,Loyal Customers
39,4,1871.81,0,0.1675487430811573,-0.4970950840590701,Loyal Customers
30,12,2603.43,0,0.9550192043926912,-0.4085942898621312,Loyal Customers
27,5,920.51,0,0.2340639125746904,-0.6313997320217432,Loyal Customers
4,15,7060.13,3,1.6305727578210478,-0.3918181566907551,Big Spenders
17,1,320.46,0,-0.12093229051991965,-0.8174141158317083,Loyal Customers
20,6,4147.96,0,0.5753923322975275,-0.5322883985021276,Loyal Customers
66,2,1266.08,0,-0.15329137534241458,-0.31428766558145255,Loyal Customers
213,1,311.3,1,-0.8678752780527513,0.9558539743356985,At Risk
12,6,852.88,0,0.3741420758229461,-0.7530609096001251,Loyal Customers
30,1,76.8,0,-0.1875659795562535,-0.7107440424455973,Loyal Customers
43,9,3466.36,0,0.7030437201892377,-0.3034696695993622,Loyal Customers
4,6,2274.14,0,0.5045468642084715,-0.7614567255313965,Loyal Customers
15,5,1393.69,0,0.31302989891608557,-0.7186851337959875,Loyal Customers
10,12,3901.81,0,1.1224747851261092,-0.5311160773571615,Loyal Customers
211,1,635.66,1,-0.8374508497884824,0.9523611173266175,At Risk
46,3,2043.0800000000002,0,0.06521976658483536,-0.4431621244621896,Loyal Customers
134,2,529.73,0,-0.4639918321269981,0.2679130720478512,Loyal Customers
43,7,4582.64,0,0.6061025556286423,-0.2874537227093616,Loyal Customers
10,5,2874.72,0,0.4362147976324333,-0.6972413359216708,Loyal Customers
116,3,962.19,0,-0.27732418469021747,0.14162276518281808,Loyal Customers
198,2,695.61,1,-0.6960165008169382,0.8545436458508191,At Risk
278,1,328.8,1,-1.1141417389758388,1.5448523903651397,At Risk
110,3,473.02,0,-0.28887694495495314,0.06529910611960954,Loyal Customers
77,1,505.18,0,-0.3364015335316175,-0.2661327397549512,Loyal Customers
53,1,917.34,0,-0.21603473319947827,-0.4647585585394206,Loyal Customers
162,4,4341.21,1,-0.1271425997059975,0.7271769964906266,At Risk
47,3,1421.61,0,0.017710083323291468,-0.4620975154030508,Loyal Customers
17,2,642.8,0,-0.010545978267137572,-0.7857740926181982,Loyal Customers
155,3,631.9,1,-0.4490485597191323,0.4796760479673306,At Risk
225,1,440.0,1,-0.9045168055128102,1.0702420203821854,At Risk
7,2,584.07,0,0.023400575090075332,-0.878912609701272,Loyal Customers
122,2,327.7,0,-0.43250690161278954,0.15022297757894854,Loyal Customers
61,1,104.82,0,-0.30363266457127236,-0.428951192674134,Loyal Customers
63,2,467.66,0,-0.19801366941866624,-0.3773886740033963,Loyal Customers
18,8,2358.84,0,0.6326343948564446,-0.5967010983078359,Loyal Customers
7,19,17286.86,3,2.689174744007137,0.16433969908707244,Big Spenders
2,11,2975.59,0,1.0000845507867497,-0.6623439298957916,Loyal Customers
22,3,648.89,0,0.058563262769467425,-0.7231278473490806,Loyal Customers
29,5,1428.02,0,0.2621369383039369,-0.5904477856746703,Loyal Customers
285,1,626.65,1,-1.1198503300995049,1.6216103043200536,At Risk
176,2,147.20000000000002,1,-0.6508126879052036,0.6307621605949304,At Risk
78,3,1560.38,0,-0.09056861435021744,-0.1753175953631769,Loyal Customers
33,1,152.2,0,-0.19368676094418688,-0.6802006100549504,Loyal Customers
41,12,3560.32,0,0.9804239989592951,-0.2659622554401481,Loyal Customers
266,1,141.41,1,-1.081627317403574,1.4278215348012437,At Risk
27,4,646.42,0,0.12707056094699049,-0.6608670587074807,Loyal Customers
109,4,1659.75,0,-0.11389871120135325,0.12681320297919307,Loyal Customers
284,1,154.99,1,-1.1492100157104188,1.5913220733872577,At Risk
9,5,1308.6100000000001,0,0.3298929201848103,-0.7768126283015259,Loyal Customers
305,1,409.93,1,-1.2112431172634637,1.792839219819859,At Risk
17,4,5578.72,0,0.5119884773840787,-0.5292595954587752,Loyal Customers
32,2,746.36,0,-0.06037830289224407,-0.645369928355204,Loyal Customers
1,23,15610.390000000001,3,2.945007442873404,0.10305218298209033,Big Spenders
20,1,225.36,0,-0.13904270479026778,-0.7945482950055217,Loyal Customers
124,2,260.25,0,-0.4448653088575794,0.16528448671134627,Loyal Customers
65,1,92.46,0,-0.31973241387955537,-0.39331020067849404,Loyal Customers
106,1,725.6400000000001,0,-0.4313204610732656,0.006226898065591811,Loyal Customers
1,23,8152.71,3,2.4205801973923062,-0.23276699714720261,Big Spenders
24,17,6211.66,3,1.6701934919362558,-0.2147868119441294,Big Spenders
267,1,183.6,1,-1.0824681457751273,1.4387707402877712,At Risk
5,19,6140.42,3,1.912967612930622,-0.35568305078776474,Big Spenders
10,12,10464.85,3,1.583990563381849,-0.2355825184010579,Big Spenders
29,5,1334.34,0,0.25554932065921776,-0.5946661941870377,Loyal Customers
267,1,152.55,1,-1.0846515950478486,1.4373725594134223,At Risk
64,2,374.7,0,-0.20835830356182275,-0.3725252702936245,Loyal Customers
320,1,265.85,1,-1.2784895925454687,1.9220921598727478,At Risk
4,8,1437.57,0,0.6211573555346989,-0.7648773367574958,Loyal Customers
32,1,151.04,0,-0.18996068543383318,-0.6893022354682237,Loyal Customers
5,3,942.26,0,0.14392316907982147,-0.8637570429834264,Loyal Customers
129,1,118.67,0,-0.5615787366732308,0.1870310358387952,Loyal Customers
41,5,499.41999999999996,0,0.15114562288741365,-0.5236699373238073,Loyal Customers
102,6,1049.37,0,0.04527108805616869,0.07023218843888239,Loyal Customers
125,1,375.1,0,-0.5283158806340916,0.16238051102519538,Loyal Customers
33,1,45.599999999999994,0,-0.20118291851172598,-0.6850008059069824,Loyal Customers
302,2,921.62,1,-1.0761186904519604,1.8058574978080641,At Risk
365,1,182.25,1,-1.455712504560838,2.3255502322063903,At Risk
4,9,1002.9,0,0.6783104009938339,-0.767325458590391,Loyal Customers
2,18,4421.29,3,1.7157813724206465,-0.47736867146618706,Big Spenders
3,1,191.47,0,-0.07669586157140379,-0.9499140018456462,Loyal Customers
10,13,50491.81,3,4.486422726284392,1.5839557433725837,Big Spenders
57,1,158.75,0,-0.2846096950933589,-0.4627202884074008,Loyal Customers
325,1,76.32000000000001,1,-1.3108556591935543,1.9588045809749737,At Risk
8,14,4076.91,0,1.3178416377160926,-0.5070799901414959,Loyal Customers
12,1,433.86,0,-0.09391971801458034,-0.8575546692999304,Loyal Customers
4,17,65164.79,3,5.891955737933044,2.2588836313295713,Big Spenders
37,1,147.35,0,-0.20925840384222394,-0.6442214429106354,Loyal Customers
16,11,3104.17,0,0.9558192904629743,-0.5298625061735923,Loyal Customers
138,1,191.95000000000002,0,-0.5906944806046488,0.2717753484920424,Loyal Customers
74,6,5976.79,0,0.4983834905190285,0.03873087392627088,Loyal Customers
5,5,1105.8799999999999,0,0.33086744875011026,-0.8221391186631468,Loyal Customers
155,2,216.20999999999998,1,-0.5659992838755707,0.44383247613480376,At Risk
239,1,1266.23,1,-0.8997230196171332,1.2341386095468818,At Risk
52,7,2703.23,0,0.43967281619480464,-0.2906390014098154,Loyal Customers
31,2,597.91,0,-0.06700972314289261,-0.6611040195006144,Loyal Customers
73,1,144.2,0,-0.3465552126123124,-0.31858522442786746,Loyal Customers
4,12,5683.15,0,1.2705852586200341,-0.5051987168706762,Loyal Customers
14,4,692.85,0,0.17983495207482778,-0.7764183950194482,Loyal Customers
23,7,2915.15,0,0.5649968901628369,-0.5435285765427259,Loyal Customers
4,4,1840.42,0,0.29860903708046876,-0.8152372474092171,Loyal Customers
274,2,386.53,1,-1.0071323262091574,1.5283794680638976,At Risk
20,5,1382.74,0,0.29322165420431456,-0.6739312588921117,Loyal Customers
144,1,90.0,1,-0.6207095314217491,0.32148088586619644,At Risk
4,4,2780.15,0,0.36469125238012656,-0.7729212244445819,Loyal Customers
84,1,419.58000000000004,0,-0.3690744925659109,-0.2066415715735991,Loyal Customers
11,3,2720.63,0,0.24613302442965485,-0.7293807338973307,Loyal Customers
8,3,706.1300000000001,0,0.11589546492438862,-0.8472418002155144,Loyal Customers
123,3,709.71,0,-0.32173221665951013,0.19359933032676757,Loyal Customers
61,2,637.5,0,-0.1784551536059558,-0.3878395634989314,Loyal Customers
2,5,1123.8600000000001,0,0.3435547516545239,-0.8484776515353813,Loyal Customers
319,1,480.91,1,-1.259558834209099,1.9227269167026864,At Risk
2,11,3586.0299999999997,0,1.043010952527168,-0.6348558289960311,Loyal Customers
130,3,605.64,0,-0.35570399398904223,0.2522587947802863,Loyal Customers
2,15,4690.31,3,1.4715412968234733,-0.5166298848126671,Big Spenders
2,2,965.8800000000001,0,0.06928785353071644,-0.9069666662779,Loyal Customers
46,1,415.82,0,-0.2246483035371695,-0.5506877284904262,Loyal Customers
4,2,935.05,0,0.05950458033961587,-0.8902561592833876,Loyal Customers
3,4,915.13,0,0.23734989595958492,-0.8659524281014624,Loyal Customers
373,1,311.81,1,-1.4770629676284368,2.4037794414889606,At Risk
134,1,115.8,0,-0.580818792331102,0.23214875297986068,Loyal Customers
47,4,3742.2,0,0.2686141897537004,-0.34047633495386426,Loyal Customers
9,5,4191.0,0,0.5325838170994355,-0.6470186646810873,Loyal Customers
78,2,483.4,0,-0.25402153398355964,-0.24093904257084728,Loyal Customers
234,1,157.2,1,-0.9586722472551975,1.1389520578103711,At Risk
221,1,446.62,1,-0.8888206954581639,1.0343425563022055,At Risk
36,2,658.64,0,-0.08177739961412699,-0.6131223956410757,Loyal Customers
75,2,621.29,0,-0.23290210862207647,-0.2618780305592436,Loyal Customers
239,2,1345.62,1,-0.8064210552164489,1.2548385991557838,At Risk
266,1,118.75,1,-1.0832207782898822,1.426801155457838,At Risk
10,55,117210.08,2,12.862287470170976,5.3075305964742245,Potential Loyalists
20,2,424.89000000000004,0,-0.037292444234197475,-0.7684384036174156,Loyal Customers
40,1,507.66,0,-0.1953441922417185,-0.6008485189608659,Loyal Customers
20,11,4630.35,0,1.0479103316233744,-0.42494108897921473,Loyal Customers
216,3,1097.6200000000001,1,-0.6485654098199817,1.0526602390186433,At Risk
174,2,289.36,1,-0.6332006415246647,0.6190648412571416,At Risk
87,4,2445.91,0,0.025152634589468256,-0.03687262206800464,Loyal Customers
71,2,1631.77,0,-0.14661413425458023,-0.2525736990667947,Loyal Customers
276,1,120.44,1,-1.1211784088295755,1.5173711624902562,At Risk
39,4,562.59,0,0.07548383303825351,-0.5560492342785582,Loyal Customers
98,1,363.79,0,-0.42630473010101094,-0.08246232523638258,Loyal Customers
11,4,450.84,0,0.1742396470431767,-0.8144642723529382,Loyal Customers
33,1,134.46,0,-0.19493424532737771,-0.6809994418974931,Loyal Customers
60,3,3222.3,0,0.09483596017062153,-0.26337040271016876,Loyal Customers
297,4,576.9000000000001,1,-0.9058828608470808,1.779337928988054,At Risk
86,4,549.46,0,-0.10439889286623051,-0.13131911799157708,Loyal Customers
9,7,1600.26,0,0.5258403241831668,-0.7294295156610243,Loyal Customers
41,2,701.57,0,-0.09779677969419998,-0.5659423054228708,Loyal Customers
11,25,4748.52,3,2.318558080694282,-0.26131357886981954,Big Spenders
67,1,452.89,0,-0.3020021166215439,-0.35898126376778966,Loyal Customers
331,1,197.65,1,-1.3251695649667508,2.018564412250082,At Risk
31,6,2054.36,0,0.3862853660930023,-0.527019867313403,Loyal Customers
2,15,4654.08,3,1.4689935877364946,-0.5182613209826401,Big Spenders
2,13,4684.76,0,1.2957125671222363,-0.5511299202180243,Loyal Customers
68,2,853.39,0,-0.18992720696447654,-0.31477230669254036,Loyal Customers
5,21,11349.52,3,2.454712202956138,-0.08686726373286208,Big Spenders
202,2,1012.0,1,-0.6889984095968116,0.9049882437222146,At Risk
107,1,335.52,0,-0.46256151344128066,-0.0022908070369238856,Loyal Customers
18,4,701.4,0,0.1652056029047928,-0.7398358261451404,Loyal Customers
218,1,185.39999999999998,1,-0.8957668559013762,0.9954316530557931,At Risk
60,7,747.44,0,0.27167964971756553,-0.3063130606078752,Loyal Customers
2,1,150.61,0,-0.07576150703132505,-0.9608033174589727,Loyal Customers
17,2,466.7,0,-0.022929405543344283,-0.7937038720698197,Loyal Customers
239,1,328.15999999999997,1,-0.9656885030072027,1.191897336348798,At Risk
95,1,151.74,0,-0.4297932351258752,-0.11915910437356035,Loyal Customers
11,6,2073.43,0,0.4637793207689301,-0.7071489583306019,Loyal Customers
106,6,1905.8400000000001,0,0.09026783574042789,0.14499657782777778,Loyal Customers
53,9,2241.1,0,0.5788064411740086,-0.26814919634415596,Loyal Customers
90,1,1070.48,0,-0.34614880956760957,-0.1230352138692166,Loyal Customers
31,5,1004.38,0,0.2247310980011568,-0.5914255050651178,Loyal Customers
12,6,1789.72,0,0.44002106508723626,-0.710875023277257,Loyal Customers
3,4,1839.3,0,0.3023379254079209,-0.8243370716232965,Loyal Customers
2,17,2004.98,3,1.4581461946734944,-0.6033001215866353,Big Spenders
43,1,169.48000000000002,0,-0.2305480960197346,-0.5889285856366675,Loyal Customers
4,1,89.94,0,-0.08764314177791685,-0.9454365050631905,Loyal Customers
247,2,632.4,1,-0.8870361681411826,1.295117442020196,At Risk
42,9,3432.8,0,0.7044914138497953,-0.3140302663597823,Loyal Customers
177,1,683.17,1,-0.7046499212685632,0.6468212100232987,At Risk
92,3,991.13,0,-0.18390557857038906,-0.07425944247984771,Loyal Customers
110,4,1009.73,0,-0.1634160426669613,0.10659220611360852,Loyal Customers
29,5,2214.79,0,0.31746294101887823,-0.5550195484279228,Loyal Customers
26,10,3350.96,0,0.8473779710300144,-0.44538071058848294,Loyal Customers
52,3,1547.2,0,0.007503389777297115,-0.4111952470504276,Loyal Customers
184,3,925.71,1,-0.5388094839063808,0.7553386348098863,At Risk
43,5,2048.07,0,0.252432058465325,-0.43583547775548975,Loyal Customers
49,4,1462.72,0,0.10070488734827698,-0.4250224921495202,Loyal Customers
22,4,754.12,0,0.15368230701579155,-0.7012642830608491,Loyal Customers
75,5,3144.86,0,0.20771408950355869,-0.09686654578287342,Loyal Customers
81,2,490.86,0,-0.26491988521331855,-0.2134549470112234,Loyal Customers
373,1,161.0,1,-1.4876679912941082,2.396988470227751,At Risk
326,1,146.85,1,-1.3097036066508105,1.971029936090456,At Risk
43,11,2380.85,0,0.8021486443028649,-0.3181000440093721,Loyal Customers
30,2,890.34,0,-0.04263827333372272,-0.6569852931296655,Loyal Customers
184,1,213.70000000000002,1,-0.7643167827930183,0.6890267198395518,At Risk
235,2,280.55,1,-0.8660866440694571,1.170680955970135,At Risk
9,10,2588.77,0,0.8585104469276896,-0.6335417517535132,Loyal Customers
220,2,1693.45,1,-0.7096162040140472,1.098562954950786,At Risk
111,3,1474.06,0,-0.22229103145375897,0.11942530778550801,Loyal Customers
278,1,136.76999999999998,1,-1.1276453706615286,1.5362052833345043,At Risk
318,1,302.58,1,-1.2682914288323373,1.9056473297593517,At Risk
7,3,1904.05,0,0.20394135859688847,-0.8023488773900014,Loyal Customers
2,5,2879.7000000000003,0,0.4670261710108829,-0.7694122117151937,Loyal Customers
260,2,969.0600000000001,1,-0.9128615067122792,1.4279193133129793,At Risk
64,5,3099.7200000000003,0,0.2464239446762022,-0.19844249607643002,Loyal Customers
9,9,12669.98,0,1.479706217805972,-0.1967101280964007,Loyal Customers
142,1,120.0,0,-0.6109846241854426,0.3047330039884085,Loyal Customers
51,2,1163.45,0,-0.1033936527197676,-0.4546499519631861,Loyal Customers
8,8,2618.23,0,0.6889512825981372,-0.6755146782009618,Loyal Customers
155,2,333.97,1,-0.5577183503375464,0.44913520656196415,At Risk
109,2,530.18,0,-0.36876900777937555,0.041698569622605965,Loyal Customers
163,3,1516.24,1,-0.41732257054632593,0.5918929854412397,At Risk
332,1,492.65000000000003,1,-1.3082326860714226,2.04089764694254,At Risk
226,1,112.32,1,-0.9313670503900453,1.0645359872215168,At Risk
74,2,437.96,0,-0.24198630538262902,-0.2791827674018292,Loyal Customers
51,4,559.97,0,0.029607827043773967,-0.4475745251860005,Loyal Customers
99,3,1119.74,0,-0.20151519883786678,-0.00512240231478277,Loyal Customers
15,3,4188.0,0,0.3340885212509651,-0.6271075298179438,Loyal Customers
197,1,134.04,1,-0.8194179217254458,0.8030817099210968,At Risk
3,15,3701.44,3,1.3981958885120809,-0.5521092903504945,Big Spenders
31,2,595.25,0,-0.06719677547994377,-0.661223799247016,Loyal Customers
21,4,1910.01,0,0.2387726331220282,-0.6582639702884402,Loyal Customers
24,3,4628.75,0,0.3308134247993182,-0.525816050469141,Loyal Customers
8,3,176.63,0,0.07866079858281307,-0.871085174546199,Loyal Customers
213,1,426.6,1,-0.8597673327662856,0.9610459310124274,At Risk
9,6,911.26,0,0.3896703239968586,-0.7775802312864113,Loyal Customers
11,5,2314.65,0,0.39302278861710804,-0.7134118860997292,Loyal Customers
2,11,3883.25,0,1.0639115899776743,-0.6214720183849526,Loyal Customers
8,9,4871.93,0,0.9351516556355566,-0.5569055531039556,Loyal Customers
3,4,1046.56,0,0.2465921097410264,-0.8600341378497498,Loyal Customers
40,1,166.20000000000002,0,-0.21935580540318103,-0.6162244558805177,Loyal Customers
18,4,1305.33,0,0.2076742186624278,-0.7126408704142048,Loyal Customers
8,44,51527.3,3,7.286150115726997,2.1433619007008042,Big Spenders
8,9,3965.62,0,0.8714195490217069,-0.5977166741419968,Loyal Customers
19,1,43.2,0,-0.14804462665068877,-0.8118003467716826,Loyal Customers
117,1,640.14,0,-0.47921697688965503,0.10192013179151735,Loyal Customers
223,1,383.45,1,-0.900878131273413,1.0495967937483621,At Risk
71,3,1858.96,0,-0.04291881067488767,-0.22521827843603184,Loyal Customers
51,2,2093.32,0,-0.038004796834893405,-0.41277792459987395,Loyal Customers
89,6,2995.72,0,0.23163866572921132,0.04023421144392058,Loyal Customers
8,9,2352.53,0,0.7579863706856689,-0.6703540843385675,Loyal Customers
243,1,310.26,1,-0.9821778274836298,1.2272888622560676,At Risk
47,6,1611.59,0,0.29422723512591,-0.4021675413053255,Loyal Customers
107,1,120.0,0,-0.47771697196807267,-0.01199566829424053,Loyal Customers
45,6,2481.13,0,0.362988954034372,-0.3811109538996706,Loyal Customers
65,1,508.58000000000004,0,-0.290470677603717,-0.3745723254632259,Loyal Customers
207,2,477.79,1,-0.7456025211827899,0.9261797313696708,At Risk
11,5,1530.75,0,0.3378986055289851,-0.7487108873043066,Loyal Customers
115,2,605.0600000000001,0,-0.38634929740822127,0.09936675833367216,Loyal Customers
242,1,183.85,1,-0.9872593855129973,1.212547231866556,At Risk
163,1,311.65,1,-0.6774683055926107,0.5034002029962902,At Risk
17,7,4975.24,0,0.7327091828120295,-0.5050591091729953,Loyal Customers
124,2,462.65999999999997,0,-0.4306317511348253,0.1743990049328267,Loyal Customers
23,3,840.21,0,0.06820931974544805,-0.7054633209674919,Loyal Customers
68,1,415.2,0,-0.308460140738829,-0.3516290530716969,Loyal Customers
17,8,2552.21,0,0.6500399031211451,-0.5970430417408484,Loyal Customers
16,2,454.86,0,-0.019954352198293775,-0.8032864176678932,Loyal Customers
17,4,1614.91,0,0.23325166380258544,-0.7077498798888248,Loyal Customers
161,2,588.22,1,-0.5626852648923818,0.514880422758762,At Risk
243,1,309.52,1,-0.9822298645999523,1.2272555400709784,At Risk
219,1,134.7,1,-0.9031397487799528,1.0021980237140344,At Risk
45,8,2166.98,0,0.516336243075738,-0.36100700305242456,Loyal Customers
21,4,668.5600000000001,0,0.1514733384482813,-0.7141664387734799,Loyal Customers
127,8,889.9300000000001,0,0.11430647027504698,0.3235374933849318,Loyal Customers
39,1,108.97999999999999,0,-0.21957189305639435,-0.6278504619641936,Loyal Customers
121,2,1021.58,0,-0.37990531619866114,0.17241898936076314,Loyal Customers
260,1,409.57,1,-1.0399243083378746,1.3856004303779927,At Risk
10,1,133.5,0,-0.1074258671948989,-0.8891786553210329,Loyal Customers
274,1,282.93,1,-1.102136748158717,1.5065893026428219,At Risk
165,1,51.0,1,-0.7034126194232221,0.5097619200216279,At Risk
157,4,1078.96,1,-0.3375071781656055,0.5350309915410527,At Risk
215,1,90.6,1,-0.8910102908062221,0.964014639056052,At Risk
6,2,163.62,0,-0.00235800143046661,-0.9068948553659387,Loyal Customers
366,1,174.4,1,-1.460072167122632,2.334246137501214,At Risk
80,2,701.23,0,-0.24631892968174965,-0.21303138078678246,Loyal Customers
43,1,225.12,0,-0.22663546743570204,-0.586423117557802,Loyal Customers
19,3,912.18,0,0.08850086973479117,-0.738420075864261,Loyal Customers
32,4,2118.03,0,0.2115165691745326,-0.5493535368768818,Loyal Customers
22,1,151.5,0,-0.15185186597509456,-0.7797754280439637,Loyal Customers
109,8,3717.35,0,0.3816695030038299,0.28796712755335646,Loyal Customers
8,16,9227.82,3,1.8554942820675455,-0.2408844976140767,Big Spenders
